"","X","Gender","Age","Education","Occupation","Income","q1k","q2k","q3k","q4k","Q5K1","Q5K2","Q5K3","Q5K4","Q5K5","Q5K6","Q6K","Q7K","Q8K","Q9K","Q10C1","Q10C2","Q10C3","Q10C4","Q10C5","Q10C6","Q10C7","Q11C1","Q11C2","Q11C3","Q11C4","Q11C5","Q12C1","Q12C2","Q12C3","Q12C4","Q12C5","Q12C6","Q13C1","Q13C2","Q13C3","Q13C4","Q13C5","Q14C","Q15C1","Q15C2","Q15C3","Q15C4","Q15C5","Q16P1","Q16P2","Q16P3","Q17P1","Q17P2","Q17P3","Q17P4","Q17P5","Q18I1","Q18I2","Q18I3","Q18I4","Q19C1","Q19C2","Q19C3","Q19C4","Q19c5","Q19c6","knwSum","sum5"
"440",440,2,36,2,2,4,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,6,4,5,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,2,5,5,5,5,1,4,3,5,2,6,5.66666666666667,0.666666666666667
"441",441,1,37,2,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,2,5,3,6,4,1,1,1,0,0,1,1,1,1,1,1,0,1,1,2,2,2,2,2,3,4,5,4,4,3,1,5,2,6,1.16666666666667,0.166666666666667
"443",443,2,43,3,4,4,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,2,2,1,1,1,1,1,1,1,1,2,4,3,5,6,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,2,1,1,1,1,5,5,5,5,2,3,4,5,1,6,5.83333333333333,0.833333333333333
"444",444,2,31,2,2,2,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,1,0,3,3,1,3,3,3,4,3,3,1,2,3,4,5,6,3.66666666666667,0.666666666666667
"445",445,2,17,1,1,2,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,5,4,6,0,0,0,0,0,1,1,1,1,1,1,0,1,0,2,2,3,2,3,5,5,4,5,2,1,3,4,5,6,4.66666666666667,0.666666666666667
"446",446,2,35,2,4,3,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,2,2,3,1,1,2,1,1,1,1,1,4,6,5,1,3,2,0,0,0,0,0,1,1,1,1,1,1,0,1,0,2,2,2,1,2,5,5,5,3,5,3,4,2,1,6,6.66666666666667,0.666666666666667
"447",447,2,21,2,1,2,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,3,2,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,2,1,1,1,1,2,1,3,5,4,6,6,1
"448",448,2,26,2,4,2,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,2,1,1,1,1,1,1,1,1,4,5,6,2,3,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,2,1,3,1,1,1,2,5,4,3,6,5.66666666666667,0.666666666666667
"449",449,2,19,2,1,2,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,3,2,4,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,4,3,2,2,5,2,4,3,1,6,3.66666666666667,0.666666666666667
"451",451,1,18,2,1,4,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,2,1,1,1,1,2,1,1,1,1,1,4,3,6,1,5,2,1,0,0,1,1,3,1,1,1,1,1,1,0,0,1,1,1,1,4,5,5,5,5,2,3,5,4,1,6,7.5,0.5
"452",452,2,25,2,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,6,3,5,4,1,1,1,0,0,2,0,0,0,0,1,0,1,0,2,3,2,3,3,3,5,5,5,5,1,4,3,2,6,2.16666666666667,0.166666666666667
"453",453,2,21,2,1,2,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,1,3,1,1,2,5,3,4,0,0,0,0,0,0,5.66666666666667,0.666666666666667
"454",454,2,21,2,1,2,1,1,0,0,0,1,1,0,0,0,1,1,0,0,2,1,2,2,1,1,2,1,1,1,1,1,1,2,5,6,3,4,1,1,1,0,0,2,0,0,0,0,1,0,0,1,3,3,3,3,3,3,3,3,3,5,2,3,4,1,6,4.33333333333333,0.333333333333333
"455",455,2,42,2,4,3,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,6,5,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,2,2,2,2,1,1,1,1,1,4,3,2,5,1,6,5,0
"456",456,2,21,2,1,2,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,2,1,1,1,1,1,1,2,1,1,1,5,6,2,1,4,3,0,1,1,0,1,2,1,1,1,1,1,0,1,0,2,3,2,2,3,2,2,2,1,3,2,5,4,1,6,4.66666666666667,0.666666666666667
"458",458,2,21,2,1,2,0,1,0,1,0,0,1,0,0,1,1,0,0,0,2,1,1,2,1,1,2,1,1,1,1,2,5,6,4,3,2,1,0,1,1,1,0,2,1,0,1,1,1,0,1,0,2,3,3,2,3,4,4,3,3,4,3,2,5,1,6,3.33333333333333,0.333333333333333
"459",459,1,23,2,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,2,2,1,2,2,2,2,2,2,5,6,3,1,2,4,1,0,1,0,1,2,1,1,1,1,1,0,0,1,2,2,2,2,2,3,3,3,3,4,1,5,2,3,6,2.33333333333333,0.333333333333333
"460",460,2,20,2,1,2,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,6,1,2,4,1,1,0,0,1,1,1,1,1,1,1,1,0,0,2,1,1,2,2,5,5,5,5,5,4,3,1,2,6,6.83333333333333,0.833333333333333
"462",462,1,19,2,1,2,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,3,2,1,4,5,6,1,1,1,0,0,1,0,0,0,0,1,0,1,0,2,3,1,1,1,5,5,5,5,1,2,4,5,3,6,6.83333333333333,0.833333333333333
"463",463,2,21,2,1,2,0,1,0,1,1,1,0,1,0,1,1,0,0,0,2,1,2,2,1,2,2,1,1,1,1,1,6,5,1,4,2,3,1,1,1,0,0,1,1,0,1,1,1,0,1,1,3,2,2,2,2,4,5,5,4,2,1,4,5,3,6,3.66666666666667,0.666666666666667
"464",464,2,43,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,2,2,2,1,1,1,1,1,6,4,5,3,2,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,2,1,5,5,4,5,5,1,3,2,4,6,7,1
"465",465,1,18,2,1,2,0,1,0,0,0,0,1,1,0,0,1,1,1,0,2,1,2,2,1,1,1,1,1,1,1,1,1,5,4,3,6,2,0,1,1,0,1,1,0,0,0,0,1,0,1,0,3,3,2,2,3,3,3,5,5,4,3,5,2,1,6,4.33333333333333,0.333333333333333
"466",466,2,21,2,1,2,0,1,0,1,1,1,0,0,0,1,1,0,0,1,2,1,3,2,1,1,1,1,1,1,1,1,1,2,4,3,5,6,0,1,1,1,0,1,1,1,1,1,1,0,0,1,2,2,2,3,3,3,3,3,3,3,2,4,5,1,6,4.5,0.5
"469",469,2,21,2,1,2,0,1,0,1,1,1,1,0,0,0,1,0,0,0,2,1,2,2,2,1,2,1,1,1,1,1,5,6,4,3,2,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,3,4,2,3,3,4,4,4,5,5,2,3,4,1,6,3.5,0.5
"470",470,2,19,2,1,2,1,1,0,0,0,1,1,1,0,1,1,1,0,0,2,1,2,3,4,3,1,1,1,1,1,1,6,4,5,3,2,1,0,1,1,1,0,2,0,0,0,0,1,0,1,0,3,3,2,2,3,3,2,4,5,1,3,4,5,2,6,4.66666666666667,0.666666666666667
"471",471,2,20,2,1,2,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,1,1,1,1,6,5,4,2,3,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,2,3,1,1,1,1,1,2,5,3,4,6,4.83333333333333,0.833333333333333
"472",472,2,39,1,3,3,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,6,1,3,2,5,1,1,0,1,0,1,0,0,0,0,1,0,0,1,2,2,2,2,4,5,5,5,5,4,1,2,5,3,6,2.5,0.5
"473",473,1,21,2,1,2,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,6,5,3,1,2,4,0,1,1,0,1,2,0,0,0,0,1,0,1,0,3,3,1,2,2,3,4,5,5,5,4,3,1,2,6,3.66666666666667,0.666666666666667
"474",474,2,21,2,1,2,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,2,3,2,2,3,1,1,1,1,2,6,5,2,4,3,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,3,3,4,3,3,3,5,4,5,2,1,3,5,4,6,3.5,0.5
"475",475,2,21,2,1,2,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,2,2,2,1,1,2,1,1,1,1,1,5,4,6,1,3,2,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,2,2,2,5,5,5,5,3,2,4,5,1,6,6.83333333333333,0.833333333333333
"476",476,2,21,2,1,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2,1,1,1,1,1,1,1,2,1,1,1,3,4,2,5,6,1,0,1,1,1,0,2,1,1,1,1,1,1,0,0,2,2,2,2,2,3,3,3,4,1,2,4,3,5,6,1.5,0.5
"477",477,2,21,2,1,2,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,6,4,5,1,2,3,0,1,1,1,0,1,0,0,0,0,1,0,1,0,2,2,3,1,1,5,5,5,5,4,3,2,5,1,6,6.5,0.5
"478",478,2,34,2,4,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,3,5,6,1,4,2,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,2,2,5,5,5,5,4,2,1,5,3,6,3.33333333333333,0.333333333333333
"479",479,2,21,2,1,2,0,1,0,0,1,1,0,0,0,1,1,0,1,0,2,2,3,3,1,2,1,1,1,1,1,1,3,2,6,1,5,4,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,2,3,5,5,3,5,4,1,5,2,3,6,3.5,0.5
"480",480,2,22,2,1,2,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3,6,4,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,2,2,2,1,5,4,5,4,5,1,3,4,2,6,5,1
"481",481,2,20,2,1,2,1,1,1,0,1,1,0,0,0,1,1,0,0,0,2,2,2,3,1,1,2,1,1,1,1,1,6,3,5,2,4,1,1,0,0,1,1,2,0,0,0,0,1,0,1,0,3,1,2,2,3,5,5,4,5,1,2,4,5,3,6,4.5,0.5
"482",482,2,40,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,2,1,1,1,1,1,1,1,1,2,3,1,5,4,6,1,1,1,0,0,1,1,1,0,0,1,0,1,1,2,2,2,2,2,5,3,5,3,4,3,1,5,2,6,7,1
"483",483,1,24,2,2,3,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,4,3,3,1,1,1,1,2,1,1,1,6,3,5,2,4,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,3,3,4,1,3,2,3,1,2,5,2,4,3,1,6,3.33333333333333,0.333333333333333
"484",484,1,20,2,1,2,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,4,5,6,1,1,1,0,0,2,0,0,0,0,1,0,1,0,3,3,3,3,3,3,3,3,3,2,1,3,4,5,6,1.83333333333333,0.833333333333333
"485",485,2,18,2,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,2,1,1,2,1,1,1,1,1,4,5,1,6,3,2,0,1,1,1,0,2,0,0,0,0,1,0,0,1,2,2,1,2,3,1,3,2,1,5,3,4,2,1,6,3.16666666666667,0.166666666666667
"486",486,2,22,2,1,2,0,1,0,1,0,1,0,1,0,1,1,1,0,0,2,2,4,4,2,2,2,1,1,1,1,1,4,5,6,2,1,3,1,1,0,1,0,1,1,1,1,1,1,0,1,0,2,2,1,1,4,4,5,5,3,2,1,5,4,3,6,4.5,0.5
"487",487,2,21,2,1,2,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,6,4,2,3,5,1,1,1,1,0,0,2,1,1,1,1,1,0,1,0,2,3,1,3,3,3,5,2,3,2,1,4,5,3,6,4.66666666666667,0.666666666666667
"488",488,2,19,2,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,2,1,3,2,1,5,5,5,5,1,2,3,4,5,6,7,1
"489",489,2,22,2,1,2,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,2,4,3,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,3,2,4,5,1,6,6.83333333333333,0.833333333333333
"490",490,2,19,2,1,2,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,6,5,3,0,1,1,1,0,2,0,0,0,0,1,0,1,0,1,1,1,3,1,5,5,5,5,5,1,2,4,3,6,3.5,0.5
"491",491,2,22,2,1,2,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,6,4,1,2,0,1,0,1,1,1,1,1,1,1,1,0,1,0,3,2,2,3,3,4,4,4,5,1,2,3,4,5,6,4.5,0.5
"492",492,2,21,2,1,2,0,1,0,0,1,1,0,1,0,0,1,0,0,0,2,1,2,3,2,2,2,1,1,1,1,1,1,2,4,5,6,3,1,0,1,0,1,2,1,0,1,0,1,1,0,0,1,1,1,3,3,4,4,3,3,5,1,2,3,4,6,2.5,0.5
"493",493,2,19,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,2,1,1,1,2,1,1,1,1,1,4,6,2,1,5,3,0,1,1,0,1,3,1,1,1,1,1,0,1,1,3,3,2,2,4,3,4,5,5,3,2,4,5,1,6,6,1
"494",494,2,22,2,2,2,1,1,1,0,1,0,0,1,0,0,1,0,1,0,2,2,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,2,5,5,5,5,0,0,0,0,0,0,5.33333333333333,0.333333333333333
"495",495,1,19,2,1,2,1,1,1,0,1,1,0,0,0,1,1,1,1,1,2,2,3,3,3,2,2,2,2,1,1,1,4,5,6,3,2,1,1,0,1,0,1,3,1,0,1,1,1,1,0,1,3,4,1,3,3,3,2,2,1,5,2,3,4,1,6,7.5,0.5
"497",497,2,28,2,4,4,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,6,5,2,3,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,2,1,1,1,5,5,5,5,4,1,5,3,2,6,5.83333333333333,0.833333333333333
"498",498,1,22,2,1,2,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,2,3,6,4,5,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,2,2,2,2,5,5,5,5,5,2,4,1,3,6,5,1
"499",499,2,18,2,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,0,2,1,2,1,2,2,2,1,1,1,1,1,3,4,6,5,2,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,2,5,5,5,5,5,1,2,4,3,6,6,1
"500",500,2,22,2,1,2,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,2,3,3,2,1,1,1,1,1,1,1,3,5,2,6,4,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,2,2,3,3,2,2,3,3,3,3,1,5,4,2,6,5.5,0.5
"501",501,2,21,2,1,2,0,1,0,1,1,1,1,1,0,0,1,1,0,0,2,1,1,1,1,1,2,1,1,1,1,1,5,6,1,3,4,2,0,0,1,1,1,1,0,0,0,0,1,0,1,0,2,3,3,3,3,4,4,4,4,4,5,3,1,2,6,4.66666666666667,0.666666666666667
"502",502,1,38,2,2,3,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,6,5,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,5,3,2,4,1,6,6,1
"504",504,1,19,2,1,2,1,1,0,1,1,1,0,0,0,1,1,1,1,1,2,3,2,1,1,2,2,1,2,1,1,1,3,1,6,2,4,5,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,2,3,2,3,4,1,5,5,2,1,3,4,5,6,7.5,0.5
"505",505,2,20,2,1,2,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,6,4,3,0,1,1,1,0,2,0,0,0,0,1,0,1,0,1,2,1,2,3,3,3,3,3,1,2,6,5,3,4,4.33333333333333,0.333333333333333
"506",506,2,18,2,1,2,0,1,0,1,0,0,0,0,0,1,1,0,0,1,2,1,2,2,2,2,2,1,1,1,1,1,6,5,3,2,4,1,1,0,0,1,1,2,0,0,0,0,1,0,1,0,2,2,3,2,3,4,4,4,1,2,1,5,3,4,6,4.16666666666667,0.166666666666667
"507",507,2,56,3,4,2,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,2,1,2,1,1,1,1,1,1,2,3,1,4,5,6,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,4,1,2,5,3,6,7,1
"509",509,2,19,2,1,2,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,4,1,3,2,5,6,1,1,1,0,0,2,1,1,1,1,1,0,0,1,1,1,2,2,2,5,4,5,5,5,1,2,3,4,6,4.66666666666667,0.666666666666667
"510",510,2,21,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2,2,2,2,2,1,2,1,1,1,1,1,5,6,0,3,4,2,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,5,5,5,5,5,1,3,4,2,6,7,1
"511",511,2,20,2,1,2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,2,3,3,2,2,1,1,1,1,1,1,3,5,2,4,6,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,2,3,2,2,3,3,4,4,4,1,2,4,5,3,6,3.16666666666667,0.166666666666667
"512",512,2,19,2,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3,6,0,2,0,1,1,0,1,1,1,0,1,0,1,1,1,0,3,2,2,1,2,5,5,4,4,3,2,1,5,4,6,5,1
"513",513,1,21,2,1,2,1,1,1,1,1,1,0,1,0,0,1,0,0,0,2,2,2,2,1,1,2,1,1,1,1,1,4,5,6,2,3,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,2,2,2,2,3,4,4,4,4,1,2,4,3,5,6,5.5,0.5
"514",514,2,21,2,1,2,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,2,2,2,2,2,1,1,1,1,1,5,6,4,3,1,2,0,1,1,0,1,1,1,1,1,1,1,0,1,1,3,3,3,3,2,4,4,3,4,5,2,4,1,3,6,2.5,0.5
"516",516,2,20,2,1,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,2,2,1,1,1,2,1,2,1,1,1,3,4,5,6,2,1,1,0,1,1,0,2,0,0,1,0,1,0,0,1,3,3,2,2,2,3,3,3,3,2,1,3,5,4,6,2.16666666666667,0.166666666666667
"517",517,2,40,2,4,4,0,1,0,0,1,1,1,1,0,1,1,1,0,1,2,1,2,2,1,1,1,1,1,1,1,1,5,4,6,1,2,3,0,1,1,0,1,1,0,0,1,0,0,0,1,0,2,2,2,2,2,5,5,5,5,5,3,4,2,1,6,4.83333333333333,0.833333333333333
"518",518,2,41,2,2,3,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3,1,6,2,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,2,1,1,2,1,1,1,1,5,4,3,2,1,6,3.33333333333333,0.333333333333333
"519",519,2,21,2,1,2,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,5,3,2,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,5,5,5,5,3,2,4,1,5,6,6.66666666666667,0.666666666666667
"520",520,2,23,2,2,2,0,1,0,0,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,6,1,4,3,2,0,1,1,0,1,1,0,0,0,0,0,0,1,0,2,3,1,2,3,4,5,4,3,1,2,4,5,3,6,5.83333333333333,0.833333333333333
"521",521,2,48,3,4,4,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,2,3,1,1,2,1,1,1,1,1,6,4,3,2,5,1,0,1,1,0,1,3,1,1,1,1,1,0,1,1,2,2,1,2,2,2,1,1,1,3,2,5,4,1,6,4.66666666666667,0.666666666666667
"522",522,2,41,3,2,3,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,5,4,6,3,1,1,1,0,0,1,1,1,1,1,1,1,1,0,2,2,2,2,2,5,5,5,5,2,1,3,5,4,6,6,1
"523",523,1,25,2,4,3,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,3,3,1,1,1,1,1,1,1,1,3,4,1,5,6,2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,3,1,2,1,1,1,1,2,1,5,4,2,1,3,6,4.5,0.5
"524",524,2,20,2,1,2,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,2,1,2,1,1,1,1,1,1,1,1,1,2,4,3,6,5,1,1,1,0,0,1,1,1,1,1,1,0,0,1,2,3,2,3,3,5,5,3,3,5,1,2,3,4,6,2.5,0.5
"525",525,2,23,2,1,2,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,3,2,1,2,1,1,1,1,1,3,4,1,6,5,2,0,1,1,0,1,2,0,0,0,0,1,0,1,0,2,2,1,1,1,5,5,4,5,5,2,3,4,1,6,5.16666666666667,0.166666666666667
"526",526,2,39,2,4,2,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,2,2,2,1,1,1,1,1,1,3,5,4,2,6,1,1,1,1,0,0,2,1,1,1,1,1,0,1,1,1,1,2,2,3,5,2,5,5,4,1,2,5,3,6,4.33333333333333,0.333333333333333
"527",527,2,20,2,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,5,6,1,2,3,4,0,1,1,1,0,2,1,1,1,1,1,1,0,1,2,2,2,2,1,4,4,4,5,1,2,5,4,3,6,8.83333333333333,0.833333333333333
"528",528,2,21,2,1,2,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,2,4,2,2,1,1,1,1,2,1,6,4,1,3,5,2,0,1,0,1,1,1,0,0,1,1,1,0,1,1,2,1,2,2,3,4,4,5,5,4,1,5,3,2,6,5.66666666666667,0.666666666666667
"529",529,1,16,1,1,2,1,1,0,0,1,1,0,0,1,1,1,1,0,0,2,1,2,2,2,1,2,1,1,1,1,1,5,4,6,3,2,1,1,1,1,0,0,2,1,1,0,1,0,0,1,0,1,2,3,3,2,3,3,3,3,5,4,1,2,3,6,4.66666666666667,0.666666666666667
"530",530,2,20,2,1,2,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,5,6,3,1,2,1,1,1,0,0,1,1,1,1,1,1,0,0,1,2,2,3,4,4,5,4,5,5,3,2,4,5,1,6,5.66666666666667,0.666666666666667
"531",531,2,31,2,4,3,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,4,5,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,2,2,1,1,1,5,2,5,5,5,1,3,4,2,6,5.83333333333333,0.833333333333333
"532",532,2,18,2,1,2,0,1,0,0,0,1,1,1,0,1,1,0,0,0,2,1,2,3,2,2,2,1,1,1,1,1,6,0,2,4,5,3,0,0,1,1,1,2,0,0,0,1,1,0,1,0,2,2,2,3,2,2,3,4,4,5,2,4,1,3,6,2.66666666666667,0.666666666666667
"534",534,2,33,3,2,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,5,1,4,6,2,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,2,1,2,1,5,5,5,5,3,4,1,5,2,6,8,1
"535",535,2,24,2,1,2,1,1,1,1,1,1,0,0,0,1,1,0,0,1,2,1,2,2,3,2,1,1,2,1,1,1,1,3,5,2,6,4,1,1,1,0,0,2,0,0,0,0,1,0,1,0,3,3,2,3,1,5,5,4,3,5,1,3,4,2,6,6.5,0.5
"536",536,2,26,2,1,2,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,1,2,1,1,1,2,1,5,3,6,4,1,1,1,0,0,1,1,1,1,1,1,0,0,1,2,2,3,3,3,3,4,3,5,2,5,4,3,1,6,4.33333333333333,0.333333333333333
"538",538,2,20,2,1,2,1,1,1,0,1,1,0,0,0,1,1,1,0,0,2,2,1,2,1,1,2,1,1,1,1,1,2,3,6,4,5,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,3,3,2,3,3,3,4,4,4,2,1,5,4,3,6,5.5,0.5
"539",539,2,18,2,1,2,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,2,2,1,1,1,1,1,1,1,1,1,2,6,4,5,3,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,5,5,5,5,2,1,5,3,4,6,6.33333333333333,0.333333333333333
"540",540,2,18,2,1,2,1,1,0,1,1,1,0,0,0,1,1,1,0,0,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,3,5,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,2,3,1,2,5,1,5,2,1,3,5,4,2,6,5.5,0.5
"541",541,2,42,3,2,2,0,1,1,0,0,1,0,0,1,1,1,0,0,1,2,2,2,2,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,4.5,0.5
"542",542,2,18,2,1,2,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,2,2,1,3,1,2,1,1,1,4,5,6,3,2,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,2,2,1,2,2,4,4,4,5,1,2,4,5,3,6,5.5,0.5
